"bad_num","mid_num","good_num","dis_num","cmmt_num","consume","ord_cnt","sale_amt","user_cnt","rtn_amt","rtn_cnt","offer_amt","offer_cnt","sale_nextmonth"
2,1,49,2,52,0,158,5331.85,158,0,0,0,0,5741.55
0,1,56,8,57,0,183,5741.55,183,0,0,0,0,5488.08
1,1,63,9,65,0,174,5488.08,174,0,0,0,0,3931.05
2,0,61,10,63,86840.08,255,48877.54,255,1615.94,20,32220.31,240,102584.26
4,0,129,24,133,14968.36,501,102584.26,501,4090,41,78705.2099999999,485,112362.46
7,6,245,51,258,18351.18,464,112362.46,463,4446.95,38,71055.7100000001,430,248363.559999999
5,7,2813,36,2825,19280.28,1005,248363.559999999,1004,11913.39,103,181015.3,962,153701.44
4,15,221,26,240,10102.85,665,153701.44,665,7267.61,63,119380.53,648,187577.37
12,13,290,48,315,147132.06,798,187577.37,798,9382.83,77,135379.55,769,120818.09
3,9,227,35,239,383417.91,549,120818.09,549,6383.51,58,74758.08,517,185240.189999999
8,6,408,63,422,983662.07,907,185240.189999999,907,10990.26,107,128210.34,869,156882.83
6,5,8430,9,8441,1214.28,2541,165295.6,2540,235.07,7,166758.65,2534,194150.14
9,4,11371,31,11384,0,2820,194150.14,2819,312.32,7,176001.21,2815,185847.81
11,13,8494,8,8518,0,2674,185847.81,2674,458.94,14,171539.56,2670,141567.76
19,8,4223,18,4250,0,2019,141567.76,2016,581.61,16,115257.77,2009,75610.5699999999
8,6,2672,13,2686,0,1066,75610.5699999999,1066,218.15,6,62071.1800000001,1052,5917.12000000001
6,8,37,1,51,0,76,5917.12000000001,76,76.15,2,3876.32,74,0
1,0,10,0,11,0,0,0,0,0,0,0,0,39675.55
0,1,3046,0,3047,0,787,39675.55,787,0,0,30353.72,787,90741.6000000002
0,2,40,2,42,9798.06,225,10321.3,225,44.14,2,0,0,25623.86
0,1,97,19,98,37113.63,479,25623.86,479,2464.6,100,0,0,81222.3299999998
3,14,259,46,276,30764.4,1413,81222.3299999998,1413,10131.87,392,24.5,18,103169.89
6,16,735,49,757,12489.76,1776,103169.89,1769,9196,355,176.54,111,47131.1000000001
9,22,303,28,334,7542.86,811,47131.1000000001,810,2614.04,99,1088.04,348,21593.05
2,5,158,8,165,9911.26,374,21593.05,374,249.8,9,652.530000000001,171,25267.35
1,5,120,13,126,17057.09,477,25267.35,477,146.04,6,474.63,212,26614.0199999999
2,2,164,9,168,13279.48,528,26614.0199999999,528,139.77,6,598.06,270,24963.1899999999
1,1,6,1,8,0,65,7563.89,65,369.72,5,9670.47,41,9488.45000000001
1,3,15,0,19,0,71,9488.45000000001,71,51.14,1,12585.23,44,1345.48
0,2,5,0,7,0,7,1345.48,7,58.12,1,349.85,2,7110.61
0,1,10,0,11,0,49,7110.61,49,0,0,434.11,10,36237.19
0,0,84,0,84,0,426,36237.19,426,728.4,20,93956.45,426,245236.649999999
27,27,360,73,414,377444.31,1498,245236.649999999,1454,2264.29,59,509594.689999999,1459,13147.94
10,6,312,10,328,0,164,13147.94,147,200.86,5,29613.04,159,83337.6499999999
22,8,372,32,402,0,647,83337.6499999999,640,641.59,14,170278.77,634,58011.6099999998
0,0,11,1,11,0,53,18545.94,53,161.13,1,86.45,5,52038.18
0,0,75,7,75,0,142,52038.18,142,357.22,2,2826.56,126,17820.58
0,0,54,6,54,0,42,17820.58,42,0,0,858.02,22,10979.57
3,0,17,2,20,0,27,10979.57,27,790.2,5,832.82,14,11808.19
0,0,14,0,14,0,25,11808.19,25,1706.08,9,325.41,7,4815.31
0,2,4,0,6,0,10,4815.31,10,0,0,103.01,3,5372.52
0,0,4,1,4,0,14,5372.52,14,757.54,4,51.28,3,8062.16
1,0,4,2,5,0,20,8062.16,20,1069.79,6,110.37,3,3059.34
0,0,1,0,1,0,22,24646.51,22,3799.84,6,331.05,18,15203.35
0,1,3,0,4,0,18,15203.35,18,0,0,220.71,13,23775.12
0,1,7,1,8,0,25,23775.12,25,1307.07,3,367.8,21,52994.95
0,0,17,1,17,0,59,52994.95,59,3737.29,9,2032.74,51,43785.55
0,2,5,1,7,0,45,43785.55,45,4016.52,9,1660.49,36,30471.95
4,1,4,0,9,0,32,30471.95,32,3956.55,8,441.38,26,26809.68
0,0,3,0,3,0,26,26809.68,26,4289.1,7,349.44,16,24056.81
0,0,3,0,3,0,25,24056.81,25,3633.56,7,349.43,19,10087.21
0,0,773,4,773,0,645,79299.27,645,471.27,9,30773.46,638,130289.54
0,0,717,0,717,0,979,130289.54,979,267.08,4,41852.19,968,187986.35
3,2,981,7,986,0,1323,187986.35,1323,993.58,17,70701.98,1189,277432.099999999
4,5,968,13,977,0,1486,277432.099999999,1485,2285.27,30,114702.01,1414,17614.4
2,3,125,5,130,0,103,17614.4,102,435.21,5,6693.53,85,10003.99
0,1,22,4,23,0,58,10003.99,58,277.4,4,3334.45,47,7111.49
1,0,25,1,26,0,42,7111.49,42,274.8,3,1887.6,37,7597.15
0,0,15,1,15,0,44,7597.15,44,293.2,3,495.17,8,40209.2199999999
0,0,42,2,42,0,85,8471.81,85,196.81,4,8782.03,71,54613.97
7,4,2412,12,2423,0,860,54613.97,860,219.62,4,64849.7200000001,428,60645.14
9,13,3199,7,3221,0,913,60645.14,913,533.71,12,66295.0500000001,437,36219.88
16,24,969,6,1009,0,447,36219.88,445,649.51,22,36321.46,229,28434.75
1,4,1223,0,1228,0,432,28434.75,432,167.75,6,26523.17,171,10381.48
7,3,145,9,155,0,117,10381.48,117,72.84,1,8484.69,63,5556.21
2,0,19,0,21,0,29,5556.21,29,293.57,3,1512.34,11,5066.25
1,3,23,1,27,0,32,5066.25,32,276.94,4,3198.38,28,48700.2
30,26,165,22,221,0,1464,36951.7199999999,1462,220.39,18,0,0,41169.3499999999
35,60,292,50,387,0,1507,41169.3499999999,1507,267.54,21,163.59,45,43056.1499999998
34,49,291,45,374,0,1532,43056.1499999998,1531,257.52,17,16.61,28,37153.3599999999
35,54,352,54,441,0,1347,37153.3599999999,1346,186.89,15,58.18,63,34309.1099999999
26,34,334,31,394,0,1406,34309.1099999999,1404,289.54,19,1245.05,317,12374.19
13,27,247,34,287,0,548,12374.19,547,87.92,6,1086.84,215,29507.47
25,22,222,38,269,0,1199,29507.47,1197,140.15,10,2321.8,380,33532.8099999999
26,35,376,75,437,0,1318,33532.8099999999,1318,181.37,14,1982.18,332,22617.69
1,3,36,4,40,0,407,31828.85,407,1139.72,17,239.07,13,35489.54
11,3,74,10,88,0,425,35489.54,423,1372.59,21,18.39,1,68317.9000000002
13,14,271,25,298,0,1479,68317.9000000002,1478,1370.37,42,0,0,119202.330000001
32,21,470,69,523,0,2387,119202.330000001,2385,3122.21,95,537.26,80,81634.9599999999
27,29,495,44,551,0,1290,81634.9599999999,1288,1640.76,42,1045.05,150,47478.7899999999
23,14,222,24,259,0,682,47478.7899999999,679,876.28,20,717.57,81,34148.26
5,6,132,20,143,0,376,34148.26,376,943.61,15,500.46,49,51917.0600000001
7,4,161,31,172,0,395,51917.0600000001,394,3444.84,32,728.62,71,31591.02
0,2,113,24,115,0,433,14724.88,431,19.87,1,3125.79,321,32828.74
2,3,532,46,537,0,776,32828.74,772,0,0,9896.34000000001,728,42548.9300000001
7,4,582,21,593,0,928,42548.9300000001,925,63.8,3,12082.14,885,43658.12
7,7,510,26,524,0,961,43658.12,956,0,0,12048.46,912,41915.05
5,4,457,55,466,0,898,41915.05,892,44.85,2,11904.59,823,18085.72
2,5,214,15,221,0,397,18085.72,396,80.56,4,4655.98,340,20951.95
3,3,261,39,267,84.03,485,20951.95,485,99.16,5,5049.26,433,24358.15
6,5,275,40,286,174.83,587,24358.15,586,20.23,1,6138.06000000001,526,20971.47
0,3,81,22,84,305321.65,409,40422.6800000001,409,299.1,7,2299.49,297,94544.6499999997
3,3,453,55,459,1207639.49,989,94544.6499999997,989,1654.5,38,8252.78999999999,822,124556.509999999
9,10,971,78,990,1433147.55,1293,124556.509999999,1292,1254.5,28,11970.8800000001,1139,113103.41
14,8,555,100,577,924222.59,1122,113103.41,1122,1715.49,38,9781.60000000003,992,86344.7599999998
5,8,372,50,385,557411.47,832,86344.7599999998,831,1684.61,37,5832.41999999998,709,82379.34
5,18,291,38,314,801562.8,788,82379.34,787,1755.63,38,4150.80000000001,640,48643.5800000001
6,4,168,28,178,347593.68,455,48643.5800000001,455,1065.41,24,2363.5,362,51875.8200000001
1,4,211,28,216,260494.79,512,51875.8200000001,512,708.21,15,3738.67,434,35485.9800000001
0,0,10,0,10,0,52,13505.99,52,0,0,2131.14,49,18917.63
0,0,21,0,21,0,79,18917.63,79,333.67,3,4061.37,76,20117.46
2,0,37,6,39,0,84,20117.46,84,634.21,7,4159,83,47466.73
0,0,117,13,117,0,219,47466.73,219,909.08,11,14606.69,214,19485.44
0,0,65,11,65,0,87,19485.44,87,0,0,4746.6,82,17598.64
0,0,37,3,37,0,79,17598.64,79,1463.79,13,4985.06,77,10321.31
0,2,43,7,45,0,55,10321.31,55,534.23,6,3214.06,52,27583.74
0,0,80,8,80,65034.46,139,27583.74,139,1113.48,14,8486.57,134,23382.52
1,1,253,9,255,0,529,28878.72,529,0,0,0,0,20540.85
2,3,88,8,93,17158.25,357,20540.85,357,43.78,1,0,0,62222.7500000001
3,2,247,10,252,192128.06,979,62222.7500000001,979,0,0,58.83,8,84538.21
1,4,848,12,853,93937.48,1305,84538.21,1305,65.85,1,845.38,107,74719.28
4,5,742,9,751,51247.37,1104,74719.28,1104,54.44,2,1474.88,164,68004.5
1,4,262,8,267,86.41,1045,68004.5,1044,23.91,1,6867.16,442,81248.58
8,4,88,9,100,15885.81,1335,81248.58,1335,213.72,8,26941.25,967,51666.76
3,5,286,10,294,475.16,836,51666.76,834,29.06,1,26895.32,808,20201.47
0,0,18,1,18,0,42,3302.15,42,170.31,6,40.48,12,20630.58
0,0,71,0,71,0,195,20630.58,194,155.98,4,1659.17,162,57193.37
0,1,825,30,826,0,511,57193.37,511,303.14,6,6001.1,501,66824.38
2,2,563,28,567,0,603,66824.38,603,468.7,10,7838.28,597,86390.7999999999
1,7,1103,8,1111,0,806,86390.7999999999,805,377.83,8,11149.92,802,57857.7000000001
2,4,959,14,965,7351.79,549,57857.7000000001,549,467.96,9,8211.32000000001,544,87325.84
3,2,887,5,892,21122.23,843,87325.84,843,735.41,15,13787.3,837,121619.19
3,81,1196,19,1280,10392.03,1161,121619.19,1161,1388.5,29,19451.2000000001,1142,109189.02
1,0,13,2,14,98236.07,48,11161.25,48,291.01,3,45.9,23,17015.84
1,0,15,7,16,133077.72,72,17015.84,72,291.38,3,53.52,35,20366.53
1,1,17,4,19,311192.11,81,20366.53,81,801.42,7,147.03,39,40747.01
3,2,62,23,67,72686.81,167,40747.01,167,1779.17,15,250.71,90,28876.58
1,3,47,12,51,82.78,118,28876.58,118,1053.82,9,159.07,68,28578.72
1,2,35,10,38,0,118,28578.72,118,901.4,8,278.49,102,18884.93
1,2,55,10,58,0,79,18884.93,79,229.19,2,209.51,69,16444.76
3,0,28,16,31,0,71,16444.76,71,464.88,4,201.56,63,10020.79
0,1,3,2,4,0,29,7851.73,29,0,0,279.9,10,7840.84
0,0,6,0,6,0,23,7840.84,23,524.23,3,158.19,1,6099.69
0,0,5,0,5,0,16,6099.69,16,257.15,1,0,0,11306.52
0,1,8,2,9,0,22,11306.52,22,953.92,4,73.21,1,9314.31
0,0,6,1,6,0,21,9314.31,21,0,0,158.19,1,6867.84
0,0,3,0,3,0,18,6867.84,18,586.4,3,0,0,3301.35
1,1,3,2,5,0,9,3301.35,9,307.92,2,0,0,5130.02
0,0,5,0,5,0,9,5130.02,9,0,0,0,0,7244.47
5,2,1134,94,1141,0,832,57506.9600000001,832,116.62,4,21918.13,799,91284.5200000003
6,9,3630,53,3645,0,1511,91284.5200000003,1510,682.56,18,45185.8400000001,1394,111537.95
6,9,6673,458,6688,0,1988,111537.95,1987,1039.96,25,88219.12,1865,84019.91
12,12,4826,19,4850,0,1859,84019.91,1859,565.07,20,77246.1500000001,1762,77595.07
4,8,2683,4,2695,0,1512,77595.07,1512,366.03,9,61867.13,1434,57696.6
7,5,2293,0,2305,0,1041,57696.6,1040,190.2,5,39514.9400000001,978,70137.92
1,11,1490,14,1502,0,1311,70137.92,1311,861.77,19,50083.85,1191,73367.05
7,13,2486,30,2506,0,1358,73367.05,1357,1078.45,26,45746.09,1128,65453.82
1,2,204,0,207,0,778,74739.01,778,173.64,4,5230.12,466,87412.41
1,0,157,0,158,0,873,87412.41,873,247.95,5,4415.74,665,83799.9
4,4,590,1,598,111215.29,631,83799.9,631,378.56,8,2122.78,201,115205.09
1,3,244,1,248,6441.22,1167,115205.09,1167,388.86,8,13752.45,813,75699.64
3,3,560,17,566,5195.85,690,75699.64,690,328.54,8,5325.44,535,77389.5699999998
3,0,794,4,797,0,840,77389.5699999998,840,517.62,13,9531.9,705,160400.85
4,5,1544,15,1553,0,1480,160400.85,1479,1691.13,33,7026.55,542,258539.25
3,4,1453,8,1460,18164.36,2461,258539.25,2460,2333.06,47,15420.38,1128,251846.19
0,0,69,0,69,0,337,77541.6299999999,336,728.05,16,13975.88,239,84554.0700000001
0,2,65,4,67,0,264,84554.0700000001,264,859.41,18,1986.7,174,9902.51
1,0,51,1,52,0,99,9902.51,99,748.3,17,518.78,60,42196.78
13,10,125,23,148,0,401,42196.78,395,1861.12,36,2423.84,128,37039.21
9,9,99,11,117,0,411,37039.21,409,1081.59,25,2218.37,127,19146.64
10,7,80,6,97,0,201,19146.64,198,936.61,19,212.32,17,10323.82
2,0,32,10,34,0,104,10323.82,103,452.12,10,553.71,89,26655.87
0,9,107,14,116,0,281,26655.87,279,1312.75,27,1035.89,245,12228.65
0,0,254,4,254,0,196,29091.87,196,498.48,8,632.960000000001,86,33122.53
6,0,187,4,193,0,219,33122.53,219,458.01,8,1912.2,110,75420.39
2,0,599,25,601,0,479,75420.39,478,1080.48,15,3987.71,242,135253
1,0,459,23,460,0,800,135253,800,4569.03,52,11187.4,472,60456.09
0,2,260,11,262,0,255,60456.09,255,1422.73,13,3250.79,211,18374.08
1,1,53,5,55,0,95,18374.08,95,978.55,10,540.910000000001,67,6561.38
0,0,16,2,16,0,27,6561.38,27,306.45,3,224.43,24,19059.01
0,1,34,1,35,0,68,19059.01,68,352.05,3,478.400000000001,65,13450.7
0,3,19,4,22,0,158,12248.07,157,288.06,4,0,0,18903.77
0,2,44,2,46,0,199,18903.77,199,248.32,5,0,0,31659.18
2,3,63,8,68,0,264,31659.18,264,602.23,11,0,0,30291.81
4,3,73,17,80,0,257,30291.81,257,463.9,8,495.939999999999,165,18560.92
3,5,57,5,65,0,166,18560.92,166,123.98,2,172.15,60,17019.75
4,6,71,10,81,0,148,17019.75,148,173.64,3,88.31,22,9473.8
0,3,42,1,45,0,89,9473.8,89,178.8,4,0,0,9420.89
1,0,23,0,24,0,107,9420.89,107,0,0,3.31,1,7340.22999999999
0,2,31,7,33,0,270,13085.59,267,79.82,3,0,0,12201.85
1,1,69,13,71,0,249,12201.85,249,205.99,8,0,0,7346.86
1,4,53,4,58,0,140,7346.86,140,27.59,1,0,0,7611.95999999999
1,1,38,3,40,0,136,7611.95999999999,136,32.74,1,105.22,13,5266.22
1,1,17,3,19,0,102,5266.22,102,31.27,1,25.37,5,3391.36
1,1,17,3,19,0,68,3391.36,68,25.38,1,0,0,13774.33
1,3,49,9,53,0,279,13774.33,279,25.38,1,0,0,22724.4899999999
14,7,104,16,125,0,466,22724.4899999999,466,275.15,12,0,0,13374.67
0,0,9,0,9,0,23,9451.54,23,2325.13,12,629.73,13,15505.25
0,0,11,8,11,0,40,15505.25,39,5183.53,28,1270.08,18,12739.94
0,0,4,0,4,0,26,12739.94,26,1471.73,7,173.45,5,21507.52
0,0,95,0,95,0,45,21507.52,44,730.82,6,2899.76,30,2500.99
0,0,1,1,1,0,9,2500.99,9,146.78,1,0,0,2063.24
0,0,16,0,16,0,6,2063.24,6,694.56,3,98.59,1,5622.26
0,0,10,0,10,0,17,5622.26,17,1382.86,8,88.28,3,4754.85
0,0,11,1,11,0,14,4754.85,14,1131.14,8,18.83,2,11771.5
2,3,23,2,28,0,198,35337.97,198,1299.72,17,717.539999999999,151,38436.03
2,2,25,1,29,0,184,38436.03,184,1839.76,20,954.389999999998,150,53972.88
5,2,45,4,52,0,227,53972.88,227,3629.51,34,1490.12,210,109229.43
5,5,73,10,83,0,407,109229.43,407,8790.16,73,6033.36,345,81907.66
2,6,69,10,77,0,320,81907.66,318,5506.47,45,3132.31,275,43491.5800000001
5,1,64,7,70,0,147,43491.5800000001,147,5280.58,34,1100.12,138,20050.15
1,2,12,1,15,0,97,20050.15,97,2114.57,22,482.02,83,23258.99
4,2,17,1,23,0,125,23258.99,125,2140.33,24,526.22,103,14603.79
2,0,6,0,8,0,71,6049.12999999999,71,150.83,5,813.17,65,11126.14
0,0,45,10,45,0,115,11126.14,115,335.13,5,1397.86,98,26177.3200000001
0,0,42,13,42,0,240,26177.3200000001,240,960.18,20,0,0,50373.3000000002
2,8,77,17,87,0,460,50373.3000000002,459,2545.79,50,0,0,35498.8800000001
6,6,93,20,105,0,322,35498.8800000001,322,1786.46,37,0,0,18457.25
3,5,80,11,88,0,171,18457.25,170,235.45,6,0,0,24171.91
0,4,38,6,42,0,232,24171.91,232,753.44,15,0,0,34749.6900000001
5,3,87,16,95,0,334,34749.6900000001,333,1597.37,32,0,0,5255.45
3,4,63,12,70,0,174,13273.85,174,434.11,14,1048.12,121,8739.42
0,0,28,2,28,0,64,8739.42,64,523.94,10,527.88,25,12303.9
0,0,55,1,55,0,61,12303.9,60,839.28,8,977.22,33,13468.82
0,4,20,0,24,0,74,13468.82,74,189.83,2,962,34,8571.11
3,0,13,0,16,0,43,8571.11,43,1708.71,6,836.84,23,6295.46
0,0,80,0,80,0,37,6295.46,36,508.41,4,927.4,26,9541.37999999999
0,0,25,0,25,0,68,9541.37999999999,68,533.8,8,1081.56,27,26200.9
0,0,92,10,92,0,210,26200.9,208,540.34,8,3035.36,157,32024.83
4,6,16,2,26,0,158,12507.43,158,202.69,5,0,0,13525.76
4,2,59,4,65,0,152,13525.76,152,624.29,14,0,0,20322.47
5,1,37,1,43,0,177,20322.47,177,438.51,10,55.56,4,36894.4
3,2,149,4,154,0,317,36894.4,317,794.99,14,740.91,40,18223.6
6,3,52,6,61,0,148,18223.6,148,694.19,9,262.31,15,6634.86
1,1,22,1,24,0,47,6634.86,47,289.15,5,11.04,3,8243.32
4,0,23,0,27,2824.14,84,8243.32,84,148.62,3,176.77,11,2747.12
0,1,34,2,35,1235.5,27,2747.12,27,242.8,5,4.78,1,8802.07
2,8,1982,6,1992,2599799.46,1913,190104.56,1913,2008.56,41,3245.13,395,161363.72
8,11,5332,25,5351,3545037.7,1818,161363.72,1818,2344.98,48,9536.82,680,157880.72
11,16,6847,47,6874,3000947.56,1902,157880.72,1900,1155.51,25,9732.63,703,213236.9
27,33,7837,65,7897,3635598.35,2912,213236.9,2907,5032.94,126,21399.3200000001,1532,135214.230000001
17,31,2944,22,2992,2790221.59,1792,135214.230000001,1789,2862.14,70,14233.46,920,35124.1699999999
4,11,307,9,322,687743.98,369,35124.1699999999,368,843.93,19,75.04,31,72060.04
7,7,1628,2,1642,531694.15,900,72060.04,900,608.84,14,3824.83,218,126105.09
8,13,8571,6,8592,705325.95,1973,126105.09,1973,1179.05,29,29483.55,1515,134304.34
13,19,936,39,968,398.96,2494,150378.4,2485,675.74,24,54751.6900000002,2295,173594.68
33,30,1328,57,1391,0,2671,173594.68,2660,1217.7,40,56024.1600000002,2446,197401.89
26,25,1561,35,1612,0,2784,197401.89,2775,1210.1,36,46991.6800000001,2279,198394.07
32,34,1818,53,1884,0,2820,198394.07,2815,1626,50,38914.55,2061,130517.5
45,38,1142,61,1225,0,3008,130517.5,3003,685.22,33,18308.08,982,54235.0900000001
44,42,577,62,663,0,1511,54235.0900000001,1510,654.75,37,9501.33,381,53463.92
25,37,408,46,470,0,1745,53463.92,1743,252.9,16,7507.82999999996,396,85473.9799999997
46,57,2649,108,2752,0,2827,85473.9799999997,2827,583.22,34,6788.02999999999,490,89823.9400000003
1,7,367,20,375,700505.85,743,89285.75,743,806.74,15,1838.42,400,78018.52
3,7,469,31,479,633536.93,668,78018.52,668,832.49,16,3943.35,508,80438.85
6,6,531,38,543,472544.62,682,80438.85,682,223.67,4,5781.99,540,92353.53
6,3,732,34,741,585271.04,853,92353.53,851,1180.88,24,9235.59,683,92196.35
2,5,562,90,569,750681.37,797,92196.35,797,842.43,16,2167.3,259,64190.0800000001
1,2,402,40,405,475964.24,534,64190.0800000001,534,778.43,15,1418.63,176,62723.74
0,11,337,44,348,229964.46,541,62723.74,541,1398.44,26,1869,182,80599.58
4,3,466,58,473,418102.65,713,80599.58,713,1480.29,30,3892.49,301,75211.9
0,4,37,6,41,345927.96,148,18857.25,148,138.32,2,531.65,68,22517.86
0,2,74,17,76,337281.1,177,22517.86,177,47.09,1,372.74,70,15059.51
1,0,45,6,46,159753.56,120,15059.51,120,0,0,241.02,49,12980.67
2,1,46,2,49,76384.3,92,12980.67,92,0,0,0,0,20242.42
0,1,76,7,77,165178.28,151,20242.42,151,61.8,1,0,0,13420.86
0,1,31,1,32,89767.09,101,13420.86,101,0,0,169.28,37,19599.36
2,1,36,5,39,64818.05,140,19599.36,140,50.77,1,393.21,71,30254.71
0,1,53,9,54,87770.48,201,30254.71,201,65.48,1,791.2,134,20183.79
1,0,142,0,143,128429.08,205,32008.55,205,634.57,9,19201.89,205,31862.45
0,0,253,5,253,92766.72,215,31862.45,215,381.2,5,23876.51,215,33861.87
0,1,290,10,291,115920.95,234,33861.87,234,446.62,6,31455.55,234,44524.4
1,2,271,10,274,171890.13,280,44524.4,279,843.57,12,36947.3600000001,280,43908.1
1,2,215,3,218,206718.13,261,43908.1,261,542.64,7,35639.51,261,28819.43
1,2,141,3,144,121152.11,166,28819.43,166,708.9,9,19500.02,166,14530.3
2,0,59,0,61,94814.02,84,14530.3,84,324.46,4,9259.53999999999,84,27609.26
0,0,210,0,210,42692.58,184,27609.26,184,444.4,6,22030.21,185,25925.07
0,0,14,0,14,0,105,8470.21,105,167.75,4,47.83,15,22452.9
2,0,115,1,117,0,264,22452.9,264,233.23,6,0,0,10082.49
1,1,118,3,120,0,117,10082.49,117,432.62,9,5.52,1,6283.89
0,1,10,2,11,0,63,6283.89,63,100.43,2,201.23,18,4175.24
1,0,10,2,11,0,38,4175.24,38,147.89,3,27.6,5,2472.92
1,0,1,1,2,0,26,2472.92,26,0,0,0,0,23543.07
0,2,102,1,104,0,325,23543.07,324,549.98,15,0,0,29209.04
3,2,306,6,311,0,405,29209.04,405,240.22,7,0,0,23336.48
3,2,31,3,36,0,151,5532.71999999999,151,158.56,5,179.72,44,12368.87
2,1,37,2,40,0,212,12368.87,212,94.91,2,97.03,13,14976.28
7,5,45,4,57,0,206,14976.28,206,302.77,3,71.16,7,33151.05
2,4,38,4,44,3171.56,376,33151.05,376,376.7,9,9.2,3,113586.79
2,10,402,20,414,57064.28,1429,113586.79,1427,523.86,7,2029,346,38249.2
3,2,278,16,283,38931.48,483,38249.2,483,206.01,4,108.67,31,19099.53
4,5,85,10,94,0,269,19099.53,269,220.35,5,14.42,3,17057.02
2,5,90,17,97,0,283,17057.02,283,208.21,7,0,0,17779.65
24,13,565,80,602,0,1250,81523.92,1250,2523.27,42,5015.87999999999,519,103770.57
16,12,1095,69,1123,0,1406,103770.57,1399,3710.22,66,6337.92999999999,606,75975.7500000001
5,25,934,39,964,0,1231,75975.7500000001,1230,1463.72,40,4363.78999999999,481,116896.56
24,31,1755,49,1810,0,1679,116896.56,1678,4209.11,99,8153.17000000003,908,122966.46
29,30,1968,28,2027,0,1535,122966.46,1531,5697.55,115,7968.75000000001,844,92036.6400000002
22,21,487,20,530,0,1028,92036.6400000002,1027,5218.61,77,2195.7,510,83776.2899999998
16,22,375,31,413,0,1027,83776.2899999998,1027,4624.92,65,2720.85999999999,452,111736.09
18,16,897,28,931,0,1525,111736.09,1519,4910.48,73,5560.90999999999,678,96951.8800000002
0,0,10,1,10,0,108,17995.06,108,982.96,10,0,0,49676.3499999999
1,1,1425,2,1427,0,526,49676.3499999999,526,1330.26,14,14303.15,432,118778.24
3,2,5005,1,5010,0,1047,118778.24,1047,3169.62,34,33090.44,832,60416.79
1,4,814,8,819,0,290,60416.79,290,4560.23,40,2375.42,67,55914.56
2,7,56,3,65,0,221,55914.56,219,3021.76,32,1358.56,42,32582.18
1,4,21,3,26,0,143,32582.18,143,2200.26,21,0,0,23640.4
0,1,23,2,24,0,125,23640.4,125,1808.12,21,0,0,31242.51
2,1,34,4,37,0,157,31242.51,157,2231.56,24,54.08,2,20161.6
2,7,101,19,110,0,757,29428.32,757,131.69,6,0,0,41421.7600000001
6,13,172,21,191,0,864,41421.7600000001,862,162.23,5,164.47,23,51837.9900000001
8,23,211,39,242,83578.9,1002,51837.9900000001,997,300.55,11,73.15,14,131244.92
53,44,585,52,682,429498.97,2286,131244.92,2271,1198.57,41,1290.15,103,206600.989999999
38,36,638,67,712,319153.2,2553,206600.989999999,2549,1581.89,41,535.15,48,118356.28
31,28,397,26,456,9564.87,1390,118356.28,1387,1579.71,33,0,0,5000.45
10,15,97,10,122,0,99,5000.45,98,20.23,1,0,0,45899.7800000003
6,14,237,26,257,0,1062,45899.7800000003,1060,289.17,12,0,0,85377.4400000005
0,4,3885,5,3889,0,1254,193848.42,1254,1019.37,15,327.52,89,172355.97
0,3,7370,4,7373,573170.21,1273,172355.97,1273,1107.68,22,545.48,40,35800.3300000001
6,2,550,23,558,933937.65,254,35800.3300000001,251,480.44,7,285.18,22,18543.75
0,2,44,5,46,281849.56,151,18543.75,151,552.54,11,616.59,35,117881.980000001
0,2,1755,8,1757,1190411.29,1016,117881.980000001,1013,1740,30,7816.86,557,105101.220000001
2,2,2991,5,2995,628505.72,852,105101.220000001,852,1681.92,28,6878.81999999999,534,65662.5800000001
4,3,82,17,89,799303.1,521,65662.5800000001,519,2018.5,33,3965.69999999998,340,144265.650000001
3,3,1892,16,1898,1161683.2,1218,144265.650000001,1217,2852.46,53,6568.86999999998,627,46602.84
0,0,6,1,6,0,42,4723.55,42,256.03,5,289.24,39,5175.38
0,0,7,1,7,0,42,5175.38,42,258.61,4,205.7,28,9436.56999999999
1,0,6,1,7,0,72,9436.56999999999,72,394.72,7,454.84,72,11379.31
1,1,24,8,26,0,88,11379.31,88,388.1,7,741.03,88,10515.69
2,4,39,3,45,41550.99,81,10515.69,81,225.87,4,619.03,76,13519.11
1,1,21,6,23,0,108,13519.11,108,394.37,7,360.64,80,36718.53
1,3,48,6,52,0,351,36718.53,351,1356.64,28,1128.16,267,74521.1600000001
19,9,127,15,155,0,770,74521.1600000001,770,3795.75,87,1390.55,295,53039.58
0,0,274,0,274,50337.39,235,29082.76,235,69.53,1,9333.58,231,94142.7399999997
0,1,1797,14,1798,221193.15,505,94142.7399999997,505,471.62,6,6947.43,423,191724.53
0,0,2360,100,2360,991924.43,1008,191724.53,1007,2088.09,23,24933.68,952,47204.36
3,2,691,10,696,719.49,196,47204.36,196,3624.38,29,1793.79,186,76180.39
1,3,400,12,404,0,293,76180.39,293,2034.03,15,4296.74,270,8219.98
0,1,66,2,67,0,37,8219.98,37,296.51,3,128.74,17,3363.32
0,0,24,0,24,0,18,3363.32,18,0,0,73.55,14,457.58
0,0,3,0,3,0,4,457.58,4,0,0,0,0,22805.02
0,0,671,2,671,0,335,69984.8500000001,335,96.75,1,458.24,323,213640.03
1,1,3011,4,3013,0,993,213640.03,993,292.09,3,1382.37,972,139940.17
1,1,1756,4,1758,0,641,139940.17,641,193.5,2,1058.8,627,175334.77
